,Title,Subtitle,Location,Date,Content,Link
710,Credit Suisse Group Trading Update,Ad hoc announcement pursuant to article 53 LR,Zurich,25.01.2022,"Credit Suisse Group (Group) today announced that the reported profits for the fourth quarter 2021 will be negatively impacted by litigation provisions of approximately CHF 500 million, partly offset by gains on real estate sales of CHF 225 million. These litigation provisions have been incurred in respect of a number of cases where the Group has more proactively pursued settlements and primarily relate to legacy litigation matters from our investment banking business. Before deduction of the already announced approximately CHF 1.6 billion goodwill impairment for the Group, of which approximately CHF 1.5 billion in the Investment Bank division and approximately CHF 0.1 billion in the Asia Pacific division, this is expected to result in a reported pre-tax income/(loss) for the Group of approximately breakeven for the fourth quarter 2021.
With regard to our underlying business results, as we indicated in our announcement of November 4, 2021, we have seen a reduction in transaction-based revenues in the Investment Bank and our wealth management businesses. This reflects the usual seasonal slowdown but, in addition, business activity reflects the reversion to more normal trading conditions after the exceptional environment that prevailed for most of 2020 and 2021. Combined with the reduction in our overall risk appetite, including our decision to substantially exit our prime services business, this has resulted in a loss for the fourth quarter 2021 in the Investment Bank division (before the goodwill impairment). In our wealth management businesses, there has been a significant slowdown in transaction activity in the International Wealth Management and Asia Pacific divisions, with the latter also reflecting client de-leveraging mainly due to the adverse market conditions in Asia. As a consequence, fourth-quarter 2021 net new assets for our wealth management businesses will be modestly negative, albeit more than offset by inflows in our Asset Management business.
With regard to our capital position, our year-end 2021 Group CET1 ratio is expected to exceed our ambition of 14%, while our year-end 2021 Tier 1 leverage ratio is expected to exceed 6%.
The financial results are still subject to detailed finalization and review. We will provide a full update on our fourth-quarter and full-year 2021 financial performance at our results announcement on Thursday, February 10, 2022.",https://www.credit-suisse.com/articles/media-releases/2022/01/en/csg-trading-update.html
711,Credit Suisse Group appoints Axel P. Lehmann as new Chairman; António Horta-Osório has resigned,Ad hoc announcement pursuant to article 53 LR,Zurich,17.01.2022,"Credit Suisse Group today announced that the Board of Directors (Board) has appointed Axel P. Lehmann as the bank’s new Chairman effective immediately. He succeeds António Horta-Osório, who resigned following an investigation commissioned by the Board. Under the leadership of Axel Lehmann, the Board and the Executive Board will continue to execute Credit Suisse’s strategy, driving forward the transformation of the bank.
  Mr. Horta-Osório said: “I have worked hard to return Credit Suisse to a successful course, and I am proud of what we have achieved together in my short time at the bank. Credit Suisse’s strategic realignment will provide for a clear focus on strengthening, simplifying and investing for growth. I am convinced that Credit Suisse is well positioned today and on the right track for the future. I regret that a number of my personal actions have led to difficulties for the bank and compromised my ability to represent the bank internally and externally. I therefore believe that my resignation is in the interest of the bank and its stakeholders at this crucial time. I wish my colleagues at Credit Suisse every success for the future.”
Severin Schwan, Vice-Chairman and Lead Independent Director of the Board of Credit Suisse, said: “We respect António’s decision and owe him considerable thanks for his leadership in defining the new strategy, which we will continue to implement over the coming months and years. Axel Lehmann as the new Chairman, with his extensive international and Swiss industry experience, is ideally suited to drive forward the strategic and cultural transformation of the bank. We wish Axel every success in his new role and António all the best for the future.”
Axel Lehmann in office as new Chairman
Following his appointment by the Board, Axel Lehmann has taken office as Chairman. The Board will also propose him for election as Chairman at the upcoming Annual General Meeting on April 29, 2022.
Axel Lehmann, Chairman of Credit Suisse, said: “I would like to thank the Board for the trust it has placed in me and look forward to working even more closely with the Board and the Executive Board. We have set the right course with the new strategy and will continue to embed a stronger risk culture across the firm. By executing our strategic plan in a timely and disciplined manner, without distraction, I am convinced that Credit Suisse will demonstrate the renewed strength and business focus needed to generate sustainable value for all of our stakeholders.”
Axel Lehmann was elected as a member of the Board of Directors of Credit Suisse Group by the Extraordinary General Meeting held on October 1, 2021 and also became the Chair of the Risk Committee. He was formerly a member of the Group Executive Board of UBS Group, initially as Group Chief Operating Officer and then as President Personal & Corporate Banking and President UBS Switzerland. Between 2009 and 2015, Mr. Lehmann served as a non-executive director and a member of the Risk Committee of UBS Group and was a member of the Governance and Nominating Committee from 2011 to 2013.
His career at Zurich Insurance Group spanned almost 20 years, nearly 14 of which were as a member of the Group Executive Committee in various roles. These include responsibility for the insurer’s European and North America business, group IT and as Chief Risk Officer.
Mr. Lehmann currently holds mandates at several academic and non-profit institutions, including serving as an adjunct professor at the University of St. Gallen. He holds a PhD in Business Administration from the University of St. Gallen and is a graduate of the Advanced Management Program of the Wharton School, University of Pennsylvania, USA. Mr. Lehmann is a Swiss citizen.",https://www.credit-suisse.com/articles/media-releases/2022/01/en/csg-bod-changes.html
712,"Credit Suisse Announces Coupon Amount on its Credit Suisse S&P MLP Index ETN (ticker symbol ""MLPO"").","On January 3, 2022, Credit Suisse declared a Coupon Amount for the Credit Suisse S&P MLP Index ETN (the ""ETN"").",New York,06.01.2022,,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-announces-coupon-amount-on-its-credit-suisse-s-p-mlp-index-etn.html
713,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On January 6, 2022, Credit Suisse announced expected coupon payments for the following ETNs:",New York,06.01.2022,,https://www.credit-suisse.com/articles/media-releases/2022/01/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
714,Credit Suisse Group AG announces completion of its 2021 share buyback program,,Zurich,03.01.2022,"On December 30, 2021, Credit Suisse Group AG (Credit Suisse) completed its 2021 share buyback program (Share Repurchase Program) which commenced on January 12, 2021 and was suspended in the first quarter of 2021.
Under the Share Repurchase Program, Credit Suisse has repurchased 25,087,000 of its shares on a second trading line on the SIX Swiss Exchange for a total of CHF 305,193,092 at an average purchase price per share of CHF 12.165.
Detailed information on the share buyback can be found in the buyback notices that are available on the Share capital & statistics webpage. ",https://www.credit-suisse.com/articles/media-releases/2022/01/en/share-repurchase-program-completion.html
715,Credit Suisse Group announces appointments to the Executive Board in line with its new strategy; new Board of Directors leadership appointments to enhance governance of subsidiary Boards,Ad hoc announcement pursuant to article 53 LR,Zurich,13.12.2021,"Credit Suisse Group today announces the appointment of Francesco De Ferrari as CEO of the Wealth Management division. He will join the Executive Board of Credit Suisse Group, effective January 1, 2022, reporting to Group Chief Executive Officer Thomas Gottstein. Francesco De Ferrari has also been appointed as ad interim CEO of Europe, Middle East and Africa (EMEA) region. Christian Meissner, CEO of the Investment Bank division, has been appointed as CEO of the Americas region. In addition, Helman Sitohang and André Helfenstein have been appointed as CEOs of the APAC and Switzerland regions, respectively. Further, Mark Hannam has been named as Head of Internal Audit. Finally, Credit Suisse announces a new Board of Directors model structure to enhance the effectiveness and governance of the subsidiary Boards.
The new appointments are in line with the Group’s new strategy and organizational structure, as announced in November 2021, which is designed to move Credit Suisse to a matrix organization to allow for the best possible implementation of the strategy of strengthening, simplifying and investing for growth.  
From January 1, 2022, the Group will be organized into four business divisions – Wealth Management, Investment Bank, Swiss Bank and Asset Management – and four geographic regions – EMEA, Americas, Switzerland and APAC, with the following leadership:",https://www.credit-suisse.com/articles/media-releases/2021/12/en/csg-announces-appointments-exb-new-bod-leadership-governance.html
716,Credit Suisse AG Announces the Exercise of its Right to Call its REML ETNs and its Right to Accelerate its FLGE and FEUL ETNs,"Credit Suisse AG (""Credit Suisse"") announced today that it has exercised its right to call its Credit Suisse X-Links® Monthly Pay 2xLeveraged Mortgage REIT ETNs (""REML"") and its right to accelerate, at its option, its Credit Suisse FI Large Cap Growth Enhanced ETNs (""FLGE"") and Credit Suisse FI Enhanced Europe 50 ETNs (""FEUL""). The call settlement date for REML is expected to be December 27, 2021, and the acceleration dates for FLGE and FEUL are expected to be December 23, 2021 and December 22, 2021, respectively. As of today, Credit Suisse will no longer issue new units of these ETNs.",New York,10.12.2021,"As described in the related pricing supplements for REML (the ""REML Pricing Supplement""), FLGE (the ""FLGE Pricing Supplement"") and FEUL (the ""FEUL Pricing Supplement""), Credit Suisse, as the issuer of REML, FLGE and FEUL (together, the ""ETNs""), may, at its option, call or accelerate, as applicable, all issued and outstanding units of the ETNs. Credit Suisse has exercised this right by delivering a notice of issuer optional call and optional acceleration via the Depository Trust Company on December 10, 2021.
The call settlement date for REML is expected to be December 27, 2021. On the call settlement date, REML investors will receive a cash payment per ETN in an amount equal to the call settlement amount. The call settlement amount will be determined on the call valuation date of December 22, 2021 in accordance with the terms set forth in the REML Pricing Supplement, and will be calculated using an average of the index closing levels during the call valuation period and will include REML's stub reference distribution amount, if any, as of the call valuation date minus applicable fees. The five consecutive trading days beginning December 16, 2021 through December 22, 2021 will constitute the call valuation period. For more information about the call settlement amount, see ""Key Terms—Call Settlement Amount"" in the REML Pricing Supplement. Credit Suisse expects that NYSE Arca will allow REML to continue to trade until December 23, 2021. The REML coupon payment declared on December 2, 2021 is not affected by this announcement.
The acceleration date for FLGE is expected to be December 23, 2021. On the acceleration date, FLGE investors will receive a cash payment per ETN in an amount equal to the accelerated redemption amount for FLGE. The accelerated redemption amount will be determined on the last trading day in the accelerated valuation period for FLGE in accordance with the terms set forth in the FLGE Pricing Supplement and will be calculated using the arithmetic average of the closing indicative values of FLGE during the accelerated valuation period. The five consecutive trading days beginning December 14, 2021 through December 20, 2021 will constitute the accelerated valuation period for FLGE. For more information about the accelerated redemption amount for FLGE, see “Key Terms—Accelerated Redemption Amount” in the FLGE Pricing Supplement. Credit Suisse expects that NYSE Arca will allow FLGE to continue to trade until December 22, 2021.
The acceleration date for FEUL is expected to be December 22, 2021. On the acceleration date, FEUL investors will receive a cash payment per ETN in an amount equal to the accelerated redemption amount for FEUL. The accelerated redemption amount will be determined on the last trading day in the accelerated valuation period for FEUL in accordance with the terms set forth in the FEUL Pricing Supplement and will be calculated using the arithmetic average of the closing indicative values of FEUL during the accelerated valuation period. The five consecutive trading days beginning December 13, 2021 through December 17, 2021 will constitute the accelerated valuation period for FEUL. For more information about the accelerated redemption amount for FEUL, see ""Key Terms—Accelerated Redemption Amount"" in the FEUL Pricing Supplement. Credit Suisse expects that NYSE Arca will allow FEUL to continue to trade until December 21, 2021.",https://www.credit-suisse.com/articles/media-releases/2021/12/en/credit-suisse-announces-the-exercise-of-its-right-to-call-its-reml-etns.html
717,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On December 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,08.12.2021,,https://www.credit-suisse.com/articles/media-releases/2021/12/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
718,"A novel solution supports homeowners along the real-estate lifecycle: Credit Suisse, MoneyPark and PriceHubble enter strategic partnership",,Zurich,23.11.2021,"Buying, selling, financing – new all-encompassing real-estate services will be digitally integrated, transparent and fast. The strategic partnership will combine digital banking and financing from Credit Suisse, real-estate and mortgage services by MoneyPark and big data and analytics from PriceHubble. Homeowners will benefit from expert support and solutions unlike anything available on the market today.
By joining forces, the three partners Credit Suisse, MoneyPark and PriceHubble will be able to provide a seamless, innovative and truly market disruptive client experience for buying, selling and financing real-estate. Starting early next year, Credit Suisse clients will benefit from a real-estate platform which allows for them to easily navigate the entire real-estate journey.
The solution offered to clients represents a new era for real-estate in that clients will have exclusive access to a platform of homes which match their search criteria, special interests and financial capabilities. The property dashboard will provide homeowners with valuable information including up-to-date property valuation, location insights and market dynamics such as supply and demand and attractiveness, and it enables clients to monitor their property value. Moreover, clients can search for bespoke property opportunities matching their financial situation and sell existing property, they can directly identify potential buyers, and they have access to financing solutions led by Credit Suisse including multi-partner financing options by MoneyPark. Across the entire journey, including the buying and selling process, clients will have full transparency and control just a few clicks away.
Anke Bridge Haux, Head of Digital Banking at Credit Suisse, said: “This unique solution will improve the customer journey by leveraging the opportunities of advanced data processing technology into flexible financing solutions. It complements our product portfolio in line with the bank’s strategic focus and represents a great advancement for innovative banking in the Swiss real-estate market.”
Serge Fehr, Head of Private Banking Switzerland, added: “With this partnership, we set a new bar in terms of client service and transparency. Our platform factors in a wealth of information and expertise when processing a client request and therefore delivers to them what really matters. This will substantially improve client experience and add to the comprehensiveness of our value proposition.”
Stefan Heitmann, CEO and founder of MoneyPark, said: “We are very pleased and proud to support and advise Credit Suisse clients on all aspects of buying and selling real-estate while leveraging and jointly developing our advanced data capabilities. Thanks to this strategic cooperation, clients can seamlessly and conveniently receive the best individual services at all stages of their real estate ownership.”
Julien Schillewaert, CEO of PriceHubble, said: “In this partnership with Credit Suisse and MoneyPark we’re bringing a completely new customer experience to the market. All Credit Suisse clients will soon have access to our digital solutions to better understand the valuation and market dynamics of their own property. We’re very proud of this cooperation, which brings a new level of transparency to the Swiss real estate market.”",https://www.credit-suisse.com/articles/media-releases/2021/11/en/a-novel-solution-supports-homeowners-along-the-real-estate-lifec.html
719,Credit Suisse announces referral arrangement for Prime Services customers with BNP Paribas,"Credit Suisse is pleased to announce that it has signed a referral agreement with BNP Paribas to support its Prime Services and Derivatives Clearing customers in their selection of alternative providers for such services, in order to ensure a smooth migration of their business, in the context of the recently announced exit from Prime Services activities.",Zurich,08.11.2021,"Credit Suisse will support affected customers as they select alternative Prime Services providers of their choice. Should customers seek to benefit from the referral agreement between Credit Suisse and BNP Paribas, there will be a streamlined process in place to facilitate them obtaining Prime Services from BNP Paribas, under its terms.",https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-referral-arrangement-prime-services-bnp-paribas.html
720,Credit Suisse finances The Nature Conservancy’s Blue Bond for marine conservation for Belize,,London and New York,05.11.2021,"Credit Suisse and The Nature Conservancy (‘TNC’) announce the completion of the world’s largest Blue Bond for Conservation, allocating capital towards debt sustainability and marine conservation for Belize. 
This is TNC’s inaugural transaction under its Blue Bonds for Conservation program launched in 2019, which raises investment capital for island and coastal nations to restructure a portion of their national debt and create long-term sustainable finance for marine protection, sustainable economic development and addressing climate change.
Credit Suisse acted as sole structurer and arranger of the Blue Bond, raising USD 364 million for TNC pursuant to its Blue Bonds for Conservation program. TNC’s unique Blue Bonds program, and sponsorship of this transaction, creates dedicated funding to help Belize realize its marine conservation efforts, a key factor in the prosperity of the Belizean economy. The U.S. International Development Finance Corporation (DFC) provided political risk insurance to enable this innovative structure supporting this transaction. The ocean areas and marine ecosystems of Belize account for a significant part of the country’s economy; they are a significant part of the country’s ecotourism and are key to the prosperity of coastal communities in particular.
TNC and the Government of Belize agreed to work together on restructuring the entirety of Belize’s external commercial debt, thereby significantly reducing the country’s existing debt service costs while also securing funding for conservation activities. Proceeds of the Blue Bonds are being used by Belize to repurchase a portion of its USD bonds due 2034, reducing debt service costs and improving long-term debt sustainability. A portion of the financing, USD 23.5 mn, will also be placed into an endowment that will set aside funding for marine conservation accessible from 2041, ultimately aiding in the long-term planning and protection of Belize’s marine ecosystems. As part of the terms of this transaction, approximately USD 4 mn annually, paid in Belize dollars, over the next 20 years will flow to a new, independent conservation fund for Belize, which will disburse funds to marine and coastal conservation projects. In addition, TNC and Belize agreed to numerous conservation commitments and milestones that will help achieve Belize’s conservation goals to the benefit of nature, the Belizean people and the country’s economy.
Marisa Drew, Chief Sustainability Officer and Head of Sustainability Strategy, Advisory & Finance (SSAF) at Credit Suisse, said: “We are delighted to continue our collaboration with The Nature Conservancy whose efforts in environmental conservation are unparalleled. We are proud to have successfully offered TNC our financial and capital markets expertise to support countries as they build more resilient economies, bring benefit to communities and conserve marine ecosystems. This transaction demonstrates Credit Suisse’s commitment to ocean and marine conservation through financial ingenuity.”
Jennifer Morris, Chief Executive Officer at The Nature Conservancy said: “The twin crises of the climate emergency and biodiversity loss require rethinking and redesigning the ways we invest in our economies and natural assets. The Belize Blue Bond is a world-leading example of how a country can reduce its debt and create more fiscal space to dedicate substantial funds to its conservation ambitions. Belize is showing that when we work together, combining science, global finance and partnerships from the national to the community level, we can achieve enormous wins for people and nature.”
James Howard, Global Head of Investor Products & Hybrids, at Credit Suisse, said: “Our leading global Investor Products franchise is constantly seeking to innovate for our clients and bring unique products to market. We are happy to have delivered this unique Blue Bond financing for Belize, as this transaction represents both innovation in sustainable finance and serves as a blueprint that can be scaled across many other countries. We are confident that transactions using this type of structure will become more frequent in the market, offering countries a way to improve the sustainability of their debt while having a meaningful environmental impact.”
David Marchick, Chief Operating Officer at DFC, said: “DFC is proud to provide political risk insurance to enable this complex and remarkably impactful joint project with TNC and the Government of Belize, along with Credit Suisse. This transaction serves as a model for future partnerships DFC is keen to pursue. This transaction is a win-win-win – it reduces Belize's indebtedness, creates an estimated $180 million stream to invest in marine management, coral reef and mangrove restoration, and promotes Belize's blue economy. Belize's marine ecosystem is one of the most unique in the world, and this project will help protect and preserve it for the future.”
As part of this transaction, TNC will work closely with Belize to provide technical assistance to lead the design and establishment of the new conservation fund and facilitate the participatory marine spatial planning process to identify and develop Belize’s new marine protections.
This media release is not an offer of the Blue Bonds or any other security for sale in the United States or any other jurisdiction. The Blue Bonds have not been, and will not be, registered for sale under the Securities Act of 1933, as amended, and they may not be offered or sold in the United States absent an exemption from registration.",https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-finances-the-nature-conservancys-blue-bond-for-marine-conservation-for-belize.html
721,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On November 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,05.11.2021,,https://www.credit-suisse.com/articles/media-releases/2021/11/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
722,Credit Suisse Group announces settlements for legacy issues with regards to Mozambique and resolves the case on past observation activities,Ad hoc announcement pursuant to article 53 LR,Zurich,19.10.2021,"Credit Suisse Group today announced settlements with US, UK and Swiss regulators that resolve inquiries into the bank’s arrangement of loan financing for Mozambique state enterprises and related securities transactions that took place between 2013 and 2016. Credit Suisse also noted today’s announcement by FINMA that it has concluded its enforcement proceedings related to past observation activities. The bank condemns any unjustified observations and has already taken decisive steps to strengthen its relevant governance and processes.
In terms of loan financing for Mozambique, Credit Suisse Group has entered into a three-year Deferred Prosecution Agreement (DPA) with the United States Department of Justice (DOJ) and consented to the entering of a Cease and Desist Order by the United States Securities and Exchange Commission (SEC). Under the terms of the DPA, Credit Suisse will continue its compliance enhancement and remediation efforts, report to the DOJ on those efforts for three years, and undertake additional measures, as outlined by the resolutions. In addition, Credit Suisse Securities (Europe) Ltd. (CSSEL) has pled guilty to one count of conspiracy to violate the US federal wire fraud statute. CSSEL will be bound by the same obligation as Credit Suisse under the DPA. The total monetary aspect of the DOJ and SEC settlements, taking into account various credits for overlapping penalties, is approximately USD 275 million.
In the resolution with the United Kingdom Financial Conduct Authority (FCA), Credit Suisse agreed that in respect of these transactions with Mozambique between 2013 and 2016, its UK operations had failed to conduct its business with due skill, care and diligence and to take reasonable care to organize and control its affairs responsibly and effectively, with adequate risk management systems. Credit Suisse will pay a penalty of approximately USD 200 million, and the bank has also agreed with the FCA to forgive USD 200 million of debt owed by Mozambique.
As a result, the Group expects to take USD 230 million in charges in the third quarter 2021.
In its ruling, the Swiss Financial Market Supervisory Authority (FINMA) noted that Credit Suisse violated the duty to file a suspicious activity report (SAR) as the filing in 2019 was considered too late. It also noted that Credit Suisse did not pay enough attention to the risks arising from specific sovereign lending transactions, and has ordered the bank to remediate all deficiencies identified by June 30, 2022. FINMA has imposed a business restriction until an Implementation Auditor has reviewed and approved all measures taken based on the current ruling.
Credit Suisse also noted today’s announcement by FINMA that it has concluded its enforcement proceedings against the bank related to past observation activities. In addition to the known observation of two former Executive Board members, a small group of former executives within the bank planned and mostly executed five further observations of former employees or third parties, all outside Switzerland, between 2016 and 2019. The majority of the additionally conducted observations served to protect the physical safety of employees. The regulator criticized the bank’s decision-making, documentation and supervision of the observations and the lack of internal regulations. The deficiencies in documentation were partially due to the fact that communication took place via external channels that were not authorized by the bank.
As stated previously, Credit Suisse condemns any unjustified observations and has adopted a series of measures, with observations prohibited unless required for compelling reasons such as threats to the physical safety of employees. The bank has already improved its governance and processes in the security area and has also taken steps to enforce the correct usage of electronic communication. FINMA considers these measures in principle suitable to remedy the deficiencies identified and complemented them with limited additional requirements.
The bank also regrets that it initially failed to ensure all relevant information was readily available and hence provided to the regulator in a complete manner.
Credit Suisse is satisfied with the completion of the proceedings by US, UK and Swiss regulatory authorities into the bank’s arrangement of loan financing for Mozambique state enterprises and can now draw a line under the observation matter.",https://www.credit-suisse.com/articles/media-releases/2021/10/en/finma-mozambique-observation.html
723,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On October 4, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,07.10.2021,,https://www.credit-suisse.com/articles/media-releases/2020/10/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links-2.html
724,"Credit Suisse Announces Coupon Amount on its Credit Suisse S&P MLP Index ETN (ticker symbol ""MLPO"").","On October 4, 2021, Credit Suisse declared a Coupon Amount for the Credit Suisse S&P MLP Index ETN (the ""ETN"").",New York,07.10.2021,,https://www.credit-suisse.com/articles/media-releases/2020/10/en/credit-suisse-announces-coupon-amount-on-its-credit-suisse-s-p-mlp-index-etn-2.html
725,"Credit Suisse Announces Coupon Payments and Expected Coupon Payments on Credit Suisse X-Links® Exchange Traded Notes (the ""ETNs"")","On September 2, 2021, Credit Suisse declared coupon payments for the following ETNs:",New York,08.09.2021,,https://www.credit-suisse.com/articles/media-releases/2021/09/en/credit-suisse-announces-coupon-payments-and-expected-coupon-payments-on-credit-suisse-x-links.html
726,Appointments to the Executive Board of Credit Suisse Group: Christine Graeff as Global Head of Human Resources and Rafael Lopez Lorenzo as Chief Compliance Officer,Credit Suisse Group AG today announced two internal appointments to the Executive Board of Credit Suisse Group.,Zurich,08.09.2021,"Christine Graeff is appointed Global Head of Human Resources. She succeeds Antoinette Poschung who is retiring by the end of January 2022, entitled to her statutory retirement. Christine has been Global Head of Communications and Deputy Global Head of Human Resources since joining Credit Suisse at the beginning of the year. She will hand over Communications to her successor, for whom a search is ongoing.  Christine will fully take over HR as per February 1, 2022 at the latest ensuring a smooth handover. Christine has a track record of leading transformations and has reshaped the Communications function since joining Credit Suisse. Her leadership and people skills together with her communications expertise will be key in leading the HR function through their essential part in delivering on Credit Suisse’s strategic objectives.
Rafael Lopez Lorenzo is appointed Chief Compliance Officer. Rafael is currently Global Head of Group Internal Audit. He will take over from Thomas Grotzer who, as previously communicated, led the function on an ad interim basis since April 2021, effective October 1, 2021.  Rafael joined Credit Suisse in 2015 from JP Morgan Chase. He has a background in audit and banking. His track record in building and maintaining a leading Internal Audit team, in transforming and innovating its operating model as well as in building a strong bench of audit leaders has contributed to the stature of the function. His leadership, experience and deep understanding of the bank’s processes and challenges in the third line of defense will be key in leading the future Compliance function. In addition, Rafael has played a pivotal role in the review of recent incidents.
Both Christine and Rafael will join the Executive Board effective by February 1, 2022 at the latest, and October 1, 2021, respectively, reporting directly to the Group Chief Executive Officer, Thomas Gottstein.
António Horta-Osório, Chairman, and Thomas Gottstein, Group CEO commented on the appointments: ""We congratulate Christine and Rafael on their new roles.  Both have delivered excellent results and have strong management track records in leadership positions.  These two appointments reflect the talent in Credit Suisse and the diversity of backgrounds and experience in our bank.  They will both contribute to shaping and implementing the strategy of the bank going forward.  We would like to specifically thank Antoinette for her invaluable contributions as a leader, which deserves particular recognition. She has provided exceptional support to the bank for 18 years in various positions and through challenging times. We would also like to thank Thomas for taking on the role of interim Global Head of Compliance in these challenging conditions.""
Since 2013, prior to joining Credit Suisse, Ms. Graeff was the Director General of Communications at the European Central Bank. Between 2001 and 2013, she was Managing Partner in the strategic communications firm, Brunswick, where she set up and developed the group’s German business, with a particular focus on the financial sector. Prior to that, she was at Burson-Marsteller in London. She started her career as an investment banker at Kleinwort Benson after graduating from the European Partnership of Business Schools, where she studied European Business Administration. She was awarded an honorary doctorate from Middlesex University in 2015.
Prior to joining Credit Suisse’s Internal Audit team in 2015, Mr. Lopez Lorenzo was a Managing Director in the Investment Bank, Operations, Technology and Change at JPMorgan Chase in New York and earlier in Sao Paulo. Previously, he was a Senior Associate Consultant at PricewaterhouseCoopers in the Global Risk Management Solutions in London where he focused on the Commercial and Industrial Products and Services and the electronic business. He developed his career in London, Chicago, New York, Sao Paulo and Zurich. He graduated from University of Huelva in Spain where he studied Economic Science and Business Administration and from the École Supérieure de Commerce de Paris (ESCP), where he received a Masters in European Business, graduating ""with merit"".",https://www.credit-suisse.com/articles/media-releases/2021/09/en/csg-appoints-new-exb-members.html
727,Credit Suisse (Schweiz) AG has published its Interim Report 2021,Ad hoc announcement pursuant to article 53 LR,Zurich,20.08.2021,"Credit Suisse (Schweiz) AG has published its Interim Report for the first half year of 2021 (6M21). The document is available for download on our website:
Subsidiary financials - Credit Suisse (Schweiz) AG >",https://www.credit-suisse.com/articles/media-releases/2021/08/en/credit-suisse-ch-interim-report-6m21.html
728,Proposed new appointments to the Board of Directors of Credit Suisse Group AG,Ad hoc announcement pursuant to article 53 LR,Zurich,13.08.2021,"The Board of Directors (Board) of Credit Suisse Group AG is calling an Extraordinary General Meeting (EGM) and proposing Axel P. Lehmann and Juan Colombas for election as new non-executive members of the Board at such EGM to be held on October 1, 2021.
The Board of Credit Suisse announced today the nomination of Axel Lehmann and Juan Colombas for election to the Board at an EGM of Credit Suisse Group AG to be held on October 1, 2021. Subject to their elections, the Board intends to appoint Axel Lehmann as Chair of the Risk Committee, succeeding Richard Meddings, who has held this role on an ad interim basis in addition to being Chair of the Audit Committee.
António Horta-Osório, Chairman of Credit Suisse, said: “I am extremely pleased that Axel Lehmann and Juan Colombas have been nominated to join our Board. With their deep experience in risk management and business leadership, and both with careers spanning approximately three decades in financial services, they will make an invaluable contribution as we shape the bank’s strategic realignment and enhance our culture of risk management and personal responsibility and accountability. I look forward to working closely with them in their new respective roles as members of the Board.”
Axel Lehmann is a seasoned financial services leader with a wealth of experience in risk management, operations and business leadership. He was most recently a member of the Group Executive Board of UBS Group AG, initially as Group Chief Operating Officer and then as President Personal & Corporate Banking and President UBS Switzerland, positions he stepped down from as of January 31, 2021. Between 2009 and 2015, Axel Lehmann served as a non-executive director and a member of the Risk Committee of UBS Group AG. During that time, he was the Chief Risk Officer and Regional Chairman for Europe, Middle East and Africa at Zurich Insurance Group. His career at Zurich Insurance Group spanned almost 20 years, nearly 14 of which were as a member of the Group Executive Committee in various roles. These include responsibility for the insurer’s European and North America business, group IT and as Chief Risk Officer. Axel Lehmann currently holds mandates at several academic and non-profit institutions, including serving as an adjunct professor at the University of St. Gallen. He holds a PhD in Business Administration from the University of St. Gallen and is a graduate of the Advanced Management Program of the Wharton School, University of Pennsylvania, USA. Axel Lehmann is a Swiss citizen.
Juan Colombas has been a non-executive director and member of the Audit and Risk Committees at ING Group since 2020. He has extensive financial services industry experience with expertise in digital transformation, banking and risk management, and cyber security. His long experience as an executive in retail and commercial banking in the UK and Europe includes his recent position as Chief Operating Officer and previously Chief Risk Officer at Lloyds Banking Group spanning from 2011 to 2020. Prior to that, he spent 25 years with Santander Group where he was Executive Director and Chief Risk Officer of Santander’s UK business from 2006 to 2010. Before becoming Chief Risk Officer, he held a number of senior risk, control and management roles at Santander Group. He holds a Bachelor’s of Science degree from the Madrid Polytechnic University, a financial management degree from ICADE, Madrid, and a Master’s in Business Administration from the Instituto de Empresa, Madrid. Juan Colombas is a Spanish citizen.
The EGM will, in light of the continuing exceptional circumstances due to the COVID-19 pandemic, be held without the personal attendance of shareholders, as provided for in the Ordinance 3 of the Swiss Federal Council regarding measures on combatting the Coronavirus. Shareholders shall be represented exclusively by the independent proxy. The invitation to the EGM will be published within the coming weeks.",https://www.credit-suisse.com/articles/media-releases/2021/08/en/bod-changes.html
